"Angle","Shift_X","Shift_Y","mIoU"
"-0.2","40","20","0.832"
"-0.2","40","40","0.832"
"-0.2","40","60","0.831"
"-0.2","40","80","0.837"
"-0.2","60","-80","0.836"
"-0.2","60","-60","0.834"
"-0.2","60","-40","0.829"
"-0.2","60","-20","0.828"
"-0.2","60","0","0.832"
"-0.2","60","20","0.83"
"-0.2","60","40","0.829"
"-0.2","60","60","0.832"
"-0.2","60","80","0.838"
"-0.2","80","-80","0.831"
"-0.2","80","-60","0.835"
"-0.2","80","-40","0.833"
"-0.2","80","-20","0.826"
"-0.2","80","0","0.83"
"-0.2","80","20","0.832"
"-0.2","80","40","0.831"
"-0.2","80","60","0.829"
"-0.2","80","80","0.836"
"-0.15","-80","-80","0.838"
"-0.15","-80","-60","0.838"
"-0.15","-80","-40","0.839"
"-0.15","-80","-20","0.836"
"-0.15","-80","0","0.836"
"-0.15","-80","20","0.837"
"-0.15","-80","40","0.838"
"-0.15","-80","60","0.837"
"-0.15","-80","80","0.84"
"-0.15","-60","-80","0.838"
"-0.15","-60","-60","0.836"
"-0.15","-60","-40","0.838"
"-0.15","-60","-20","0.835"
"-0.15","-60","0","0.837"
"-0.15","-60","20","0.835"
"-0.15","-60","40","0.838"
"-0.15","-60","60","0.84"
"-0.15","-60","80","0.843"
"-0.15","-40","-80","0.838"
"-0.15","-40","-60","0.836"
"-0.15","-40","-40","0.836"
"-0.15","-40","-20","0.833"
"-0.15","-40","0","0.836"
"-0.15","-40","20","0.834"
"-0.15","-40","40","0.836"
"-0.15","-40","60","0.835"
"-0.15","-40","80","0.84"
"-0.15","-20","-80","0.835"
"-0.15","-20","-60","0.833"
"-0.15","-20","-40","0.833"
"-0.15","-20","-20","0.832"
"-0.15","-20","0","0.832"
"-0.15","-20","20","0.834"
"-0.15","-20","40","0.834"
"-0.15","-20","60","0.836"
"-0.15","-20","80","0.837"
"-0.15","0","-80","0.831"
"-0.15","0","-60","0.83"
"-0.15","0","-40","0.831"
"-0.15","0","-20","0.829"
"-0.15","0","0","0.83"
"-0.15","0","20","0.83"
"-0.15","0","40","0.832"
"-0.15","0","60","0.831"
"-0.15","0","80","0.834"
"-0.15","20","-80","0.831"
"-0.15","20","-60","0.83"
"-0.15","20","-40","0.831"
"-0.15","20","-20","0.829"
"-0.15","20","0","0.83"
"-0.15","20","20","0.83"
"-0.15","20","40","0.831"
"-0.15","20","60","0.832"
"-0.15","20","80","0.837"
"-0.15","40","-80","0.835"
"-0.15","40","-60","0.832"
"-0.15","40","-40","0.833"
"-0.15","40","-20","0.829"
"-0.15","40","0","0.832"
"-0.15","40","20","0.831"
"-0.15","40","40","0.833"
"-0.15","40","60","0.832"
"-0.15","40","80","0.838"
"-0.15","60","-80","0.83"
"-0.15","60","-60","0.834"
"-0.15","60","-40","0.833"
"-0.15","60","-20","0.83"
"-0.15","60","0","0.828"
"-0.15","60","20","0.832"
"-0.15","60","40","0.831"
"-0.15","60","60","0.833"
"-0.15","60","80","0.835"
"-0.15","80","-80","0.832"
"-0.15","80","-60","0.833"
"-0.15","80","-40","0.833"
"-0.15","80","-20","0.83"
"-0.15","80","0","0.832"
"-0.15","80","20","0.831"
"-0.15","80","40","0.833"
"-0.15","80","60","0.832"
"-0.15","80","80","0.834"
"-0.1","-80","-80","0.839"
"-0.1","-80","-60","0.836"
"-0.1","-80","-40","0.84"
"-0.1","-80","-20","0.835"
"-0.1","-80","0","0.835"
"-0.1","-80","20","0.836"
"-0.1","-80","40","0.839"
"-0.1","-80","60","0.834"
"-0.1","-80","80","0.837"
"-0.1","-60","-80","0.839"
"-0.1","-60","-60","0.839"
"-0.1","-60","-40","0.839"
"-0.1","-60","-20","0.836"
"-0.1","-60","0","0.835"
"-0.1","-60","20","0.838"
"-0.1","-60","40","0.838"
"-0.1","-60","60","0.839"
"-0.1","-60","80","0.841"
"-0.1","-40","-80","0.841"
"-0.1","-40","-60","0.837"
"-0.1","-40","-40","0.838"
"-0.1","-40","-20","0.836"
"-0.1","-40","0","0.835"
"-0.1","-40","20","0.837"
"-0.1","-40","40","0.838"
"-0.1","-40","60","0.84"
"-0.1","-40","80","0.841"
"-0.1","-20","-80","0.836"
"-0.1","-20","-60","0.834"
"-0.1","-20","-40","0.833"
"-0.1","-20","-20","0.831"
"-0.1","-20","0","0.831"
"-0.1","-20","20","0.833"
"-0.1","-20","40","0.834"
"-0.1","-20","60","0.834"
"-0.1","-20","80","0.837"
"-0.1","0","-80","0.833"
"-0.1","0","-60","0.83"
"-0.1","0","-40","0.832"
"-0.1","0","-20","0.828"
"-0.1","0","0","0.83"
"-0.1","0","20","0.831"
"-0.1","0","40","0.834"
"-0.1","0","60","0.831"
"-0.1","0","80","0.832"
"-0.1","20","-80","0.834"
"-0.1","20","-60","0.832"
"-0.1","20","-40","0.831"
"-0.1","20","-20","0.83"
"-0.1","20","0","0.831"
"-0.1","20","20","0.833"
"-0.1","20","40","0.833"
"-0.1","20","60","0.834"
"-0.1","20","80","0.835"
"-0.1","40","-80","0.837"
"-0.1","40","-60","0.832"
"-0.1","40","-40","0.834"
"-0.1","40","-20","0.832"
"-0.1","40","0","0.833"
"-0.1","40","20","0.832"
"-0.1","40","40","0.835"
"-0.1","40","60","0.836"
"-0.1","40","80","0.838"
"-0.1","60","-80","0.831"
"-0.1","60","-60","0.83"
"-0.1","60","-40","0.83"
"-0.1","60","-20","0.827"
"-0.1","60","0","0.829"
"-0.1","60","20","0.828"
"-0.1","60","40","0.829"
"-0.1","60","60","0.831"
"-0.1","60","80","0.833"
"-0.1","80","-80","0.832"
"-0.1","80","-60","0.833"
"-0.1","80","-40","0.834"
"-0.1","80","-20","0.827"
"-0.1","80","0","0.831"
"-0.1","80","20","0.831"
"-0.1","80","40","0.832"
"-0.1","80","60","0.83"
"-0.1","80","80","0.831"
"-0.05","-80","-80","0.84"
"-0.05","-80","-60","0.836"
"-0.05","-80","-40","0.834"
"-0.05","-80","-20","0.834"
"-0.05","-80","0","0.838"
"-0.05","-80","20","0.838"
"-0.05","-80","40","0.832"
"-0.05","-80","60","0.837"
"-0.05","-80","80","0.841"
"-0.05","-60","-80","0.841"
"-0.05","-60","-60","0.837"
"-0.05","-60","-40","0.837"
"-0.05","-60","-20","0.836"
"-0.05","-60","0","0.837"
"-0.05","-60","20","0.837"
"-0.05","-60","40","0.839"
"-0.05","-60","60","0.841"
"-0.05","-60","80","0.844"
"-0.05","-40","-80","0.841"
"-0.05","-40","-60","0.836"
"-0.05","-40","-40","0.836"
"-0.05","-40","-20","0.834"
"-0.05","-40","0","0.836"
"-0.05","-40","20","0.836"
"-0.05","-40","40","0.836"
"-0.05","-40","60","0.84"
"-0.05","-40","80","0.842"
"-0.05","-20","-80","0.838"
"-0.05","-20","-60","0.832"
"-0.05","-20","-40","0.831"
"-0.05","-20","-20","0.833"
"-0.05","-20","0","0.835"
"-0.05","-20","20","0.836"
"-0.05","-20","40","0.831"
"-0.05","-20","60","0.836"
"-0.05","-20","80","0.84"
"-0.05","0","-80","0.835"
"-0.05","0","-60","0.831"
"-0.05","0","-40","0.828"
"-0.05","0","-20","0.83"
"-0.05","0","0","0.833"
"-0.05","0","20","0.834"
"-0.05","0","40","0.832"
"-0.05","0","60","0.834"
"-0.05","0","80","0.838"
"-0.05","20","-80","0.838"
"-0.05","20","-60","0.833"
"-0.05","20","-40","0.834"
"-0.05","20","-20","0.833"
"-0.05","20","0","0.834"
"-0.05","20","20","0.834"
"-0.05","20","40","0.836"
"-0.05","20","60","0.838"
"-0.05","20","80","0.84"
"-0.05","40","-80","0.838"
"-0.05","40","-60","0.834"
"-0.05","40","-40","0.833"
"-0.05","40","-20","0.831"
"-0.05","40","0","0.833"
"-0.05","40","20","0.833"
"-0.05","40","40","0.834"
"-0.05","40","60","0.836"
"-0.05","40","80","0.837"
"-0.05","60","-80","0.836"
"-0.05","60","-60","0.833"
"-0.05","60","-40","0.831"
"-0.05","60","-20","0.833"
"-0.05","60","0","0.835"
"-0.05","60","20","0.835"
"-0.05","60","40","0.832"
"-0.05","60","60","0.837"
"-0.05","60","80","0.839"
"-0.05","80","-80","0.838"
"-0.05","80","-60","0.836"
"-0.05","80","-40","0.831"
"-0.05","80","-20","0.83"
"-0.05","80","0","0.835"
"-0.05","80","20","0.834"
"-0.05","80","40","0.831"
"-0.05","80","60","0.834"
"-0.05","80","80","0.837"
"0.0","-80","-80","0.842"
"0.0","-80","-60","0.838"
"0.0","-80","-40","0.838"
"0.0","-80","-20","0.839"
"0.0","-80","0","0.837"
"0.0","-80","20","0.842"
"0.0","-80","40","0.841"
"0.0","-80","60","0.843"
"0.0","-80","80","0.843"
"0.0","-60","-80","0.839"
"0.0","-60","-60","0.835"
"0.0","-60","-40","0.838"
"0.0","-60","-20","0.834"
"0.0","-60","0","0.837"
"0.0","-60","20","0.838"
"0.0","-60","40","0.839"
"0.0","-60","60","0.838"
"0.0","-60","80","0.844"
"0.0","-40","-80","0.838"
"0.0","-40","-60","0.833"
"0.0","-40","-40","0.833"
"0.0","-40","-20","0.829"
"0.0","-40","0","0.833"
"0.0","-40","20","0.838"
"0.0","-40","40","0.834"
"0.0","-40","60","0.836"
"0.0","-40","80","0.84"
"0.0","-20","-80","0.837"
"0.0","-20","-60","0.832"
"0.0","-20","-40","0.833"
"0.0","-20","-20","0.832"
"0.0","-20","0","0.833"
"0.0","-20","20","0.836"
"0.0","-20","40","0.837"
"0.0","-20","60","0.839"
"0.0","-20","80","0.842"
"0.0","0","-80","0.836"
"0.0","0","-60","0.834"
"0.0","0","-40","0.835"
"0.0","0","-20","0.834"
"0.0","0","0","0.834"
"0.0","0","20","0.839"
"0.0","0","40","0.839"
"0.0","0","60","0.84"
"0.0","0","80","0.842"
"0.0","20","-80","0.839"
"0.0","20","-60","0.834"
"0.0","20","-40","0.837"
"0.0","20","-20","0.834"
"0.0","20","0","0.838"
"0.0","20","20","0.839"
"0.0","20","40","0.839"
"0.0","20","60","0.838"
"0.0","20","80","0.843"
"0.0","40","-80","0.838"
"0.0","40","-60","0.832"
"0.0","40","-40","0.833"
"0.0","40","-20","0.831"
"0.0","40","0","0.835"
"0.0","40","20","0.838"
"0.0","40","40","0.835"
"0.0","40","60","0.836"
"0.0","40","80","0.84"
"0.0","60","-80","0.839"
"0.0","60","-60","0.833"
"0.0","60","-40","0.834"
"0.0","60","-20","0.833"
"0.0","60","0","0.836"
"0.0","60","20","0.837"
"0.0","60","40","0.837"
"0.0","60","60","0.839"
"0.0","60","80","0.842"
"0.0","80","-80","0.839"
"0.0","80","-60","0.838"
"0.0","80","-40","0.838"
"0.0","80","-20","0.835"
"0.0","80","0","0.836"
"0.0","80","20","0.839"
"0.0","80","40","0.839"
"0.0","80","60","0.841"
"0.0","80","80","0.842"
"0.05","-80","-80","0.84"
"0.05","-80","-60","0.84"
"0.05","-80","-40","0.841"
"0.05","-80","-20","0.84"
"0.05","-80","0","0.837"
"0.05","-80","20","0.839"
"0.05","-80","40","0.842"
"0.05","-80","60","0.843"
"0.05","-80","80","0.844"
"0.05","-60","-80","0.838"
"0.05","-60","-60","0.837"
"0.05","-60","-40","0.836"
"0.05","-60","-20","0.833"
"0.05","-60","0","0.835"
"0.05","-60","20","0.836"
"0.05","-60","40","0.838"
"0.05","-60","60","0.839"
"0.05","-60","80","0.843"
"0.05","-40","-80","0.837"
"0.05","-40","-60","0.834"
"0.05","-40","-40","0.834"
"0.05","-40","-20","0.835"
"0.05","-40","0","0.836"
"0.05","-40","20","0.836"
"0.05","-40","40","0.838"
"0.05","-40","60","0.84"
"0.05","-40","80","0.843"
"0.05","-20","-80","0.836"
"0.05","-20","-60","0.836"
"0.05","-20","-40","0.834"
"0.05","-20","-20","0.83"
"0.05","-20","0","0.835"
"0.05","-20","20","0.835"
"0.05","-20","40","0.838"
"0.05","-20","60","0.837"
"0.05","-20","80","0.843"
"0.05","0","-80","0.836"
"0.05","0","-60","0.836"
"0.05","0","-40","0.836"
"0.05","0","-20","0.836"
"0.05","0","0","0.834"
"0.05","0","20","0.836"
"0.05","0","40","0.839"
"0.05","0","60","0.839"
"0.05","0","80","0.841"
"0.05","20","-80","0.836"
"0.05","20","-60","0.835"
"0.05","20","-40","0.835"
"0.05","20","-20","0.832"
"0.05","20","0","0.834"
"0.05","20","20","0.836"
"0.05","20","40","0.838"
"0.05","20","60","0.837"
"0.05","20","80","0.843"
"0.05","40","-80","0.84"
"0.05","40","-60","0.836"
"0.05","40","-40","0.836"
"0.05","40","-20","0.836"
"0.05","40","0","0.838"
"0.05","40","20","0.836"
"0.05","40","40","0.84"
"0.05","40","60","0.84"
"0.05","40","80","0.844"
"0.05","60","-80","0.836"
"0.05","60","-60","0.836"
"0.05","60","-40","0.836"
"0.05","60","-20","0.832"
"0.05","60","0","0.838"
"0.05","60","20","0.835"
"0.05","60","40","0.836"
"0.05","60","60","0.835"
"0.05","60","80","0.843"
"0.05","80","-80","0.835"
"0.05","80","-60","0.836"
"0.05","80","-40","0.836"
"0.05","80","-20","0.838"
"0.05","80","0","0.836"
"0.05","80","20","0.836"
"0.05","80","40","0.838"
"0.05","80","60","0.841"
"0.05","80","80","0.842"
"0.1","-80","-80","0.84"
"0.1","-80","-60","0.839"
"0.1","-80","-40","0.837"
"0.1","-80","-20","0.836"
"0.1","-80","0","0.838"
"0.1","-80","20","0.842"
"0.1","-80","40","0.841"
"0.1","-80","60","0.841"
"0.1","-80","80","0.842"
"0.1","-60","-80","0.836"
"0.1","-60","-60","0.836"
"0.1","-60","-40","0.833"
"0.1","-60","-20","0.832"
"0.1","-60","0","0.833"
"0.1","-60","20","0.838"
"0.1","-60","40","0.84"
"0.1","-60","60","0.837"
"0.1","-60","80","0.839"
"0.1","-40","-80","0.834"
"0.1","-40","-60","0.833"
"0.1","-40","-40","0.833"
"0.1","-40","-20","0.831"
"0.1","-40","0","0.834"
"0.1","-40","20","0.833"
"0.1","-40","40","0.837"
"0.1","-40","60","0.836"
"0.1","-40","80","0.839"
"0.1","-20","-80","0.835"
"0.1","-20","-60","0.837"
"0.1","-20","-40","0.837"
"0.1","-20","-20","0.837"
"0.1","-20","0","0.836"
"0.1","-20","20","0.838"
"0.1","-20","40","0.84"
"0.1","-20","60","0.842"
"0.1","-20","80","0.842"
"0.1","0","-80","0.836"
"0.1","0","-60","0.835"
"0.1","0","-40","0.832"
"0.1","0","-20","0.833"
"0.1","0","0","0.836"
"0.1","0","20","0.839"
"0.1","0","40","0.836"
"0.1","0","60","0.837"
"0.1","0","80","0.842"
"0.1","20","-80","0.834"
"0.1","20","-60","0.836"
"0.1","20","-40","0.834"
"0.1","20","-20","0.832"
"0.1","20","0","0.835"
"0.1","20","20","0.838"
"0.1","20","40","0.839"
"0.1","20","60","0.837"
"0.1","20","80","0.841"
"0.1","40","-80","0.834"
"0.1","40","-60","0.834"
"0.1","40","-40","0.832"
"0.1","40","-20","0.83"
"0.1","40","0","0.835"
"0.1","40","20","0.835"
"0.1","40","40","0.837"
"0.1","40","60","0.836"
"0.1","40","80","0.841"
"0.1","60","-80","0.836"
"0.1","60","-60","0.838"
"0.1","60","-40","0.837"
"0.1","60","-20","0.839"
"0.1","60","0","0.837"
"0.1","60","20","0.838"
"0.1","60","40","0.838"
"0.1","60","60","0.842"
"0.1","60","80","0.841"
"0.1","80","-80","0.836"
"0.1","80","-60","0.836"
"0.1","80","-40","0.833"
"0.1","80","-20","0.835"
"0.1","80","0","0.837"
"0.1","80","20","0.838"
"0.1","80","40","0.836"
"0.1","80","60","0.84"
"0.1","80","80","0.842"
"0.15","-80","-80","0.831"
"0.15","-80","-60","0.836"
"0.15","-80","-40","0.836"
"0.15","-80","-20","0.833"
"0.15","-80","0","0.837"
"0.15","-80","20","0.836"
"0.15","-80","40","0.838"
"0.15","-80","60","0.837"
"0.15","-80","80","0.837"
"0.15","-60","-80","0.829"
"0.15","-60","-60","0.833"
"0.15","-60","-40","0.834"
"0.15","-60","-20","0.831"
"0.15","-60","0","0.831"
"0.15","-60","20","0.83"
"0.15","-60","40","0.836"
"0.15","-60","60","0.835"
"0.15","-60","80","0.833"
"0.15","-40","-80","0.831"
"0.15","-40","-60","0.833"
"0.15","-40","-40","0.833"
"0.15","-40","-20","0.831"
"0.15","-40","0","0.833"
"0.15","-40","20","0.831"
"0.15","-40","40","0.837"
"0.15","-40","60","0.837"
"0.15","-40","80","0.835"
"0.15","-20","-80","0.829"
"0.15","-20","-60","0.833"
"0.15","-20","-40","0.833"
"0.15","-20","-20","0.832"
"0.15","-20","0","0.834"
"0.15","-20","20","0.836"
"0.15","-20","40","0.837"
"0.15","-20","60","0.837"
"0.15","-20","80","0.838"
"0.15","0","-80","0.828"
"0.15","0","-60","0.834"
"0.15","0","-40","0.833"
"0.15","0","-20","0.829"
"0.15","0","0","0.834"
"0.15","0","20","0.832"
"0.15","0","40","0.834"
"0.15","0","60","0.832"
"0.15","0","80","0.835"
"0.15","20","-80","0.83"
"0.15","20","-60","0.836"
"0.15","20","-40","0.836"
"0.15","20","-20","0.834"
"0.15","20","0","0.832"
"0.15","20","20","0.834"
"0.15","20","40","0.838"
"0.15","20","60","0.837"
"0.15","20","80","0.835"
"0.15","40","-80","0.831"
"0.15","40","-60","0.834"
"0.15","40","-40","0.832"
"0.15","40","-20","0.831"
"0.15","40","0","0.834"
"0.15","40","20","0.833"
"0.15","40","40","0.836"
"0.15","40","60","0.837"
"0.15","40","80","0.837"
"0.15","60","-80","0.832"
"0.15","60","-60","0.834"
"0.15","60","-40","0.834"
"0.15","60","-20","0.831"
"0.15","60","0","0.836"
"0.15","60","20","0.836"
"0.15","60","40","0.837"
"0.15","60","60","0.835"
"0.15","60","80","0.84"
"0.15","80","-80","0.83"
"0.15","80","-60","0.833"
"0.15","80","-40","0.832"
"0.15","80","-20","0.829"
"0.15","80","0","0.835"
"0.15","80","20","0.832"
"0.15","80","40","0.831"
"0.15","80","60","0.83"
"0.15","80","80","0.837"
"0.2","-80","-80","0.828"
"0.2","-80","-60","0.83"
"0.2","-80","-40","0.834"
"0.2","-80","-20","0.83"
"0.2","-80","0","0.834"
"0.2","-80","20","0.836"
"0.2","-80","40","0.837"
"0.2","-80","60","0.836"
"0.2","-80","80","0.833"
"0.2","-60","-80","0.824"
"0.2","-60","-60","0.825"
"0.2","-60","-40","0.827"
"0.2","-60","-20","0.822"
"0.2","-60","0","0.832"
"0.2","-60","20","0.831"
"0.2","-60","40","0.83"
"0.2","-60","60","0.828"
"0.2","-60","80","0.832"
"0.2","-40","-80","0.828"
"0.2","-40","-60","0.831"
"0.2","-40","-40","0.832"
"0.2","-40","-20","0.825"
"0.2","-40","0","0.831"
"0.2","-40","20","0.833"
"0.2","-40","40","0.834"
"0.2","-40","60","0.83"
"0.2","-40","80","0.831"
"0.2","-20","-80","0.829"
"0.2","-20","-60","0.834"
"0.2","-20","-40","0.832"
"0.2","-20","-20","0.83"
"0.2","-20","0","0.833"
"0.2","-20","20","0.835"
"0.2","-20","40","0.833"
"0.2","-20","60","0.835"
"0.2","-20","80","0.835"
"0.2","0","-80","0.827"
"0.2","0","-60","0.829"
"0.2","0","-40","0.832"
"0.2","0","-20","0.826"
"0.2","0","0","0.83"
"0.2","0","20","0.832"
"0.2","0","40","0.832"
"0.2","0","60","0.833"
"0.2","0","80","0.83"
"0.2","20","-80","0.828"
"0.2","20","-60","0.827"
"0.2","20","-40","0.828"
"0.2","20","-20","0.824"
"0.2","20","0","0.834"
"0.2","20","20","0.832"
"0.2","20","40","0.831"
"0.2","20","60","0.83"
"0.2","20","80","0.834"
"0.2","40","-80","0.829"
"0.2","40","-60","0.831"
"0.2","40","-40","0.833"
"0.2","40","-20","0.826"
"0.2","40","0","0.832"
"0.2","40","20","0.833"
"0.2","40","40","0.835"
"0.2","40","60","0.83"
"0.2","40","80","0.832"
"0.2","60","-80","0.83"
"0.2","60","-60","0.834"
"0.2","60","-40","0.832"
"0.2","60","-20","0.831"
"0.2","60","0","0.833"
"0.2","60","20","0.834"
"0.2","60","40","0.831"
"0.2","60","60","0.834"
"0.2","60","80","0.833"
"0.2","80","-80","0.83"
"0.2","80","-60","0.832"
"0.2","80","-40","0.835"
"0.2","80","-20","0.831"
"0.2","80","0","0.834"
"0.2","80","20","0.835"
"0.2","80","40","0.834"
"0.2","80","60","0.834"
"0.2","80","80","0.831"
"0.25","-80","-80","0.825"
"0.25","-80","-60","0.829"
"0.25","-80","-40","0.829"
"0.25","-80","-20","0.829"
"0.25","-80","0","0.831"
"0.25","-80","20","0.833"
"0.25","-80","40","0.834"
"0.25","-80","60","0.836"
"0.25","-80","80","0.831"
"0.25","-60","-80","0.825"
"0.25","-60","-60","0.827"
"0.25","-60","-40","0.829"
"0.25","-60","-20","0.826"
"0.25","-60","0","0.829"
"0.25","-60","20","0.83"
"0.25","-60","40","0.829"
"0.25","-60","60","0.83"
"0.25","-60","80","0.827"
"0.25","-40","-80","0.82"
"0.25","-40","-60","0.821"
"0.25","-40","-40","0.823"
"0.25","-40","-20","0.822"
"0.25","-40","0","0.826"
"0.25","-40","20","0.827"
"0.25","-40","40","0.824"
"0.25","-40","60","0.826"
"0.25","-40","80","0.826"
"0.25","-20","-80","0.824"
"0.25","-20","-60","0.828"
"0.25","-20","-40","0.83"
"0.25","-20","-20","0.828"
"0.25","-20","0","0.829"
"0.25","-20","20","0.83"
"0.25","-20","40","0.83"
"0.25","-20","60","0.831"
"0.25","-20","80","0.828"
"0.25","0","-80","0.826"
"0.25","0","-60","0.83"
"0.25","0","-40","0.829"
"0.25","0","-20","0.828"
"0.25","0","0","0.83"
"0.25","0","20","0.832"
"0.25","0","40","0.833"
"0.25","0","60","0.833"
"0.25","0","80","0.827"
"0.25","20","-80","0.827"
"0.25","20","-60","0.829"
"0.25","20","-40","0.828"
"0.25","20","-20","0.827"
"0.25","20","0","0.83"
"0.25","20","20","0.83"
"0.25","20","40","0.829"
"0.25","20","60","0.83"
"0.25","20","80","0.827"
"0.25","40","-80","0.823"
"0.25","40","-60","0.826"
"0.25","40","-40","0.824"
"0.25","40","-20","0.824"
"0.25","40","0","0.828"
"0.25","40","20","0.829"
"0.25","40","40","0.824"
"0.25","40","60","0.827"
"0.25","40","80","0.826"
"0.25","60","-80","0.826"
"0.25","60","-60","0.83"
"0.25","60","-40","0.829"
"0.25","60","-20","0.829"
"0.25","60","0","0.831"
"0.25","60","20","0.832"
"0.25","60","40","0.83"
"0.25","60","60","0.83"
"0.25","60","80","0.828"
"0.25","80","-80","0.829"
"0.25","80","-60","0.831"
"0.25","80","-40","0.831"
"0.25","80","-20","0.831"
"0.25","80","0","0.833"
"0.25","80","20","0.834"
"0.25","80","40","0.833"
"0.25","80","60","0.836"
"0.25","80","80","0.827"
"0.3","-80","-80","0.831"
"0.3","-80","-60","0.826"
"0.3","-80","-40","0.825"
"0.3","-80","-20","0.826"
"0.3","-80","0","0.832"
"0.3","-80","20","0.829"
"0.3","-80","40","0.824"
"0.3","-80","60","0.826"
"0.3","-80","80","0.826"
"0.3","-60","-80","0.826"
"0.3","-60","-60","0.824"
"0.3","-60","-40","0.826"
"0.3","-60","-20","0.824"
"0.3","-60","0","0.827"
"0.3","-60","20","0.826"
"0.3","-60","40","0.824"
"0.3","-60","60","0.826"
"0.3","-60","80","0.824"
"0.3","-40","-80","0.825"
"0.3","-40","-60","0.824"
"0.3","-40","-40","0.823"
"0.3","-40","-20","0.823"
"0.3","-40","0","0.826"
"0.3","-40","20","0.825"
"0.3","-40","40","0.822"
"0.3","-40","60","0.825"
"0.3","-40","80","0.823"
"0.3","-20","-80","0.825"
"0.3","-20","-60","0.821"
"0.3","-20","-40","0.822"
"0.3","-20","-20","0.824"
"0.3","-20","0","0.828"
"0.3","-20","20","0.823"
"0.3","-20","40","0.821"
"0.3","-20","60","0.825"
"0.3","-20","80","0.825"
"0.3","0","-80","0.826"
"0.3","0","-60","0.827"
"0.3","0","-40","0.824"
"0.3","0","-20","0.824"
"0.3","0","0","0.829"
"0.3","0","20","0.827"
"0.3","0","40","0.822"
"0.3","0","60","0.826"
"0.3","0","80","0.823"
"0.3","20","-80","0.826"
"0.3","20","-60","0.827"
"0.3","20","-40","0.826"
"0.3","20","-20","0.825"
"0.3","20","0","0.827"
"0.3","20","20","0.826"
"0.3","20","40","0.826"
"0.3","20","60","0.827"
"0.3","20","80","0.823"
"0.3","40","-80","0.827"
"0.3","40","-60","0.828"
"0.3","40","-40","0.826"
"0.3","40","-20","0.826"
"0.3","40","0","0.828"
"0.3","40","20","0.828"
"0.3","40","40","0.824"
"0.3","40","60","0.826"
"0.3","40","80","0.823"
"0.3","60","-80","0.827"
"0.3","60","-60","0.827"
"0.3","60","-40","0.825"
"0.3","60","-20","0.826"
"0.3","60","0","0.829"
"0.3","60","20","0.825"
"0.3","60","40","0.824"
"0.3","60","60","0.826"
"0.3","60","80","0.824"
"0.3","80","-80","0.829"
"0.3","80","-60","0.83"
"0.3","80","-40","0.825"
"0.3","80","-20","0.827"
"0.3","80","0","0.83"
"0.3","80","20","0.83"
"0.3","80","40","0.825"
"0.3","80","60","0.83"
"0.3","80","80","0.824"
"0.35","-80","-80","0.825"
"0.35","-80","-60","0.823"
"0.35","-80","-40","0.827"
"0.35","-80","-20","0.823"
"0.35","-80","0","0.825"
"0.35","-80","20","0.825"
"0.35","-80","40","0.824"
"0.35","-80","60","0.818"
"0.35","-80","80","0.822"
"0.35","-60","-80","0.82"
"0.35","-60","-60","0.816"
"0.35","-60","-40","0.822"
"0.35","-60","-20","0.82"
"0.35","-60","0","0.821"
"0.35","-60","20","0.817"
"0.35","-60","40","0.821"
"0.35","-60","60","0.819"
"0.35","-60","80","0.817"
"0.35","-40","-80","0.819"
"0.35","-40","-60","0.821"
"0.35","-40","-40","0.822"
"0.35","-40","-20","0.818"
"0.35","-40","0","0.82"
"0.35","-40","20","0.82"
"0.35","-40","40","0.822"
"0.35","-40","60","0.821"
"0.35","-40","80","0.82"
"0.35","-20","-80","0.824"
"0.35","-20","-60","0.822"
"0.35","-20","-40","0.823"
"0.35","-20","-20","0.822"
"0.35","-20","0","0.826"
"0.35","-20","20","0.822"
"0.35","-20","40","0.824"
"0.35","-20","60","0.824"
"0.35","-20","80","0.823"
"0.35","0","-80","0.823"
"0.35","0","-60","0.823"
"0.35","0","-40","0.824"
"0.35","0","-20","0.821"
"0.35","0","0","0.823"
"0.35","0","20","0.822"
"0.35","0","40","0.823"
"0.35","0","60","0.82"
"0.35","0","80","0.822"
"0.35","20","-80","0.822"
"0.35","20","-60","0.818"
"0.35","20","-40","0.823"
"0.35","20","-20","0.823"
"0.35","20","0","0.823"
"0.35","20","20","0.818"
"0.35","20","40","0.823"
"0.35","20","60","0.822"
"0.35","20","80","0.819"
"0.35","40","-80","0.822"
"0.35","40","-60","0.824"
"0.35","40","-40","0.823"
"0.35","40","-20","0.821"
"0.35","40","0","0.823"
"0.35","40","20","0.82"
"0.35","40","40","0.823"
"0.35","40","60","0.822"
"0.35","40","80","0.82"
"0.35","60","-80","0.826"
"0.35","60","-60","0.823"
"0.35","60","-40","0.824"
"0.35","60","-20","0.824"
"0.35","60","0","0.826"
"0.35","60","20","0.822"
"0.35","60","40","0.823"
"0.35","60","60","0.824"
"0.35","60","80","0.821"
"0.35","80","-80","0.826"
"0.35","80","-60","0.826"
"0.35","80","-40","0.824"
"0.35","80","-20","0.823"
"0.35","80","0","0.825"
"0.35","80","20","0.824"
"0.35","80","40","0.825"
"0.35","80","60","0.821"
"0.35","80","80","0.819"
"0.4","-80","-80","0.822"
"0.4","-80","-60","0.82"
"0.4","-80","-40","0.823"
"0.4","-80","-20","0.819"
"0.4","-80","0","0.822"
"0.4","-80","20","0.82"
"0.4","-80","40","0.819"
"0.4","-80","60","0.817"
