"Angle","Shift_X","Shift_Y","mIoU"
"-0.2","60","0","0.769"
"-0.2","60","20","0.77"
"-0.2","60","40","0.77"
"-0.2","60","60","0.776"
"-0.2","60","80","0.77"
"-0.2","80","-80","0.764"
"-0.2","80","-60","0.766"
"-0.2","80","-40","0.766"
"-0.2","80","-20","0.767"
"-0.2","80","0","0.768"
"-0.2","80","20","0.77"
"-0.2","80","40","0.769"
"-0.2","80","60","0.772"
"-0.2","80","80","0.769"
"-0.15","-80","-80","0.778"
"-0.15","-80","-60","0.778"
"-0.15","-80","-40","0.778"
"-0.15","-80","-20","0.779"
"-0.15","-80","0","0.781"
"-0.15","-80","20","0.782"
"-0.15","-80","40","0.784"
"-0.15","-80","60","0.787"
"-0.15","-80","80","0.787"
"-0.15","-60","-80","0.776"
"-0.15","-60","-60","0.778"
"-0.15","-60","-40","0.777"
"-0.15","-60","-20","0.775"
"-0.15","-60","0","0.778"
"-0.15","-60","20","0.782"
"-0.15","-60","40","0.781"
"-0.15","-60","60","0.782"
"-0.15","-60","80","0.783"
"-0.15","-40","-80","0.776"
"-0.15","-40","-60","0.776"
"-0.15","-40","-40","0.777"
"-0.15","-40","-20","0.774"
"-0.15","-40","0","0.777"
"-0.15","-40","20","0.778"
"-0.15","-40","40","0.781"
"-0.15","-40","60","0.78"
"-0.15","-40","80","0.78"
"-0.15","-20","-80","0.774"
"-0.15","-20","-60","0.773"
"-0.15","-20","-40","0.773"
"-0.15","-20","-20","0.771"
"-0.15","-20","0","0.772"
"-0.15","-20","20","0.774"
"-0.15","-20","40","0.778"
"-0.15","-20","60","0.779"
"-0.15","-20","80","0.778"
"-0.15","0","-80","0.77"
"-0.15","0","-60","0.77"
"-0.15","0","-40","0.769"
"-0.15","0","-20","0.767"
"-0.15","0","0","0.77"
"-0.15","0","20","0.772"
"-0.15","0","40","0.775"
"-0.15","0","60","0.777"
"-0.15","0","80","0.777"
"-0.15","20","-80","0.772"
"-0.15","20","-60","0.775"
"-0.15","20","-40","0.773"
"-0.15","20","-20","0.771"
"-0.15","20","0","0.774"
"-0.15","20","20","0.777"
"-0.15","20","40","0.778"
"-0.15","20","60","0.779"
"-0.15","20","80","0.779"
"-0.15","40","-80","0.77"
"-0.15","40","-60","0.77"
"-0.15","40","-40","0.774"
"-0.15","40","-20","0.769"
"-0.15","40","0","0.772"
"-0.15","40","20","0.774"
"-0.15","40","40","0.777"
"-0.15","40","60","0.776"
"-0.15","40","80","0.776"
"-0.15","60","-80","0.77"
"-0.15","60","-60","0.772"
"-0.15","60","-40","0.773"
"-0.15","60","-20","0.772"
"-0.15","60","0","0.774"
"-0.15","60","20","0.775"
"-0.15","60","40","0.778"
"-0.15","60","60","0.778"
"-0.15","60","80","0.778"
"-0.15","80","-80","0.771"
"-0.15","80","-60","0.774"
"-0.15","80","-40","0.774"
"-0.15","80","-20","0.772"
"-0.15","80","0","0.776"
"-0.15","80","20","0.776"
"-0.15","80","40","0.777"
"-0.15","80","60","0.78"
"-0.15","80","80","0.779"
"-0.1","-80","-80","0.78"
"-0.1","-80","-60","0.781"
"-0.1","-80","-40","0.782"
"-0.1","-80","-20","0.783"
"-0.1","-80","0","0.783"
"-0.1","-80","20","0.787"
"-0.1","-80","40","0.788"
"-0.1","-80","60","0.789"
"-0.1","-80","80","0.789"
"-0.1","-60","-80","0.78"
"-0.1","-60","-60","0.781"
"-0.1","-60","-40","0.782"
"-0.1","-60","-20","0.781"
"-0.1","-60","0","0.782"
"-0.1","-60","20","0.784"
"-0.1","-60","40","0.787"
"-0.1","-60","60","0.786"
"-0.1","-60","80","0.786"
"-0.1","-40","-80","0.777"
"-0.1","-40","-60","0.78"
"-0.1","-40","-40","0.778"
"-0.1","-40","-20","0.778"
"-0.1","-40","0","0.777"
"-0.1","-40","20","0.784"
"-0.1","-40","40","0.783"
"-0.1","-40","60","0.786"
"-0.1","-40","80","0.783"
"-0.1","-20","-80","0.776"
"-0.1","-20","-60","0.776"
"-0.1","-20","-40","0.775"
"-0.1","-20","-20","0.775"
"-0.1","-20","0","0.775"
"-0.1","-20","20","0.779"
"-0.1","-20","40","0.78"
"-0.1","-20","60","0.782"
"-0.1","-20","80","0.782"
"-0.1","0","-80","0.771"
"-0.1","0","-60","0.773"
"-0.1","0","-40","0.775"
"-0.1","0","-20","0.772"
"-0.1","0","0","0.771"
"-0.1","0","20","0.779"
"-0.1","0","40","0.779"
"-0.1","0","60","0.78"
"-0.1","0","80","0.781"
"-0.1","20","-80","0.776"
"-0.1","20","-60","0.775"
"-0.1","20","-40","0.776"
"-0.1","20","-20","0.776"
"-0.1","20","0","0.776"
"-0.1","20","20","0.779"
"-0.1","20","40","0.782"
"-0.1","20","60","0.783"
"-0.1","20","80","0.783"
"-0.1","40","-80","0.772"
"-0.1","40","-60","0.773"
"-0.1","40","-40","0.775"
"-0.1","40","-20","0.774"
"-0.1","40","0","0.775"
"-0.1","40","20","0.78"
"-0.1","40","40","0.779"
"-0.1","40","60","0.782"
"-0.1","40","80","0.781"
"-0.1","60","-80","0.775"
"-0.1","60","-60","0.773"
"-0.1","60","-40","0.775"
"-0.1","60","-20","0.777"
"-0.1","60","0","0.778"
"-0.1","60","20","0.78"
"-0.1","60","40","0.781"
"-0.1","60","60","0.783"
"-0.1","60","80","0.783"
"-0.1","80","-80","0.774"
"-0.1","80","-60","0.775"
"-0.1","80","-40","0.778"
"-0.1","80","-20","0.778"
"-0.1","80","0","0.779"
"-0.1","80","20","0.781"
"-0.1","80","40","0.782"
"-0.1","80","60","0.783"
"-0.1","80","80","0.784"
"-0.05","-80","-80","0.782"
"-0.05","-80","-60","0.783"
"-0.05","-80","-40","0.78"
"-0.05","-80","-20","0.782"
"-0.05","-80","0","0.783"
"-0.05","-80","20","0.787"
"-0.05","-80","40","0.788"
"-0.05","-80","60","0.788"
"-0.05","-80","80","0.79"
"-0.05","-60","-80","0.782"
"-0.05","-60","-60","0.781"
"-0.05","-60","-40","0.781"
"-0.05","-60","-20","0.784"
"-0.05","-60","0","0.784"
"-0.05","-60","20","0.788"
"-0.05","-60","40","0.788"
"-0.05","-60","60","0.789"
"-0.05","-60","80","0.791"
"-0.05","-40","-80","0.78"
"-0.05","-40","-60","0.78"
"-0.05","-40","-40","0.778"
"-0.05","-40","-20","0.781"
"-0.05","-40","0","0.781"
"-0.05","-40","20","0.785"
"-0.05","-40","40","0.787"
"-0.05","-40","60","0.788"
"-0.05","-40","80","0.788"
"-0.05","-20","-80","0.776"
"-0.05","-20","-60","0.777"
"-0.05","-20","-40","0.775"
"-0.05","-20","-20","0.777"
"-0.05","-20","0","0.777"
"-0.05","-20","20","0.782"
"-0.05","-20","40","0.785"
"-0.05","-20","60","0.784"
"-0.05","-20","80","0.788"
"-0.05","0","-80","0.773"
"-0.05","0","-60","0.772"
"-0.05","0","-40","0.771"
"-0.05","0","-20","0.772"
"-0.05","0","0","0.772"
"-0.05","0","20","0.779"
"-0.05","0","40","0.78"
"-0.05","0","60","0.782"
"-0.05","0","80","0.784"
"-0.05","20","-80","0.775"
"-0.05","20","-60","0.775"
"-0.05","20","-40","0.775"
"-0.05","20","-20","0.777"
"-0.05","20","0","0.776"
"-0.05","20","20","0.782"
"-0.05","20","40","0.784"
"-0.05","20","60","0.784"
"-0.05","20","80","0.785"
"-0.05","40","-80","0.776"
"-0.05","40","-60","0.775"
"-0.05","40","-40","0.774"
"-0.05","40","-20","0.777"
"-0.05","40","0","0.777"
"-0.05","40","20","0.782"
"-0.05","40","40","0.784"
"-0.05","40","60","0.786"
"-0.05","40","80","0.787"
"-0.05","60","-80","0.777"
"-0.05","60","-60","0.776"
"-0.05","60","-40","0.777"
"-0.05","60","-20","0.778"
"-0.05","60","0","0.78"
"-0.05","60","20","0.783"
"-0.05","60","40","0.785"
"-0.05","60","60","0.784"
"-0.05","60","80","0.786"
"-0.05","80","-80","0.778"
"-0.05","80","-60","0.778"
"-0.05","80","-40","0.778"
"-0.05","80","-20","0.778"
"-0.05","80","0","0.781"
"-0.05","80","20","0.785"
"-0.05","80","40","0.785"
"-0.05","80","60","0.785"
"-0.05","80","80","0.787"
"0.0","-80","-80","0.782"
"0.0","-80","-60","0.781"
"0.0","-80","-40","0.782"
"0.0","-80","-20","0.785"
"0.0","-80","0","0.787"
"0.0","-80","20","0.788"
"0.0","-80","40","0.789"
"0.0","-80","60","0.792"
"0.0","-80","80","0.789"
"0.0","-60","-80","0.785"
"0.0","-60","-60","0.782"
"0.0","-60","-40","0.783"
"0.0","-60","-20","0.785"
"0.0","-60","0","0.79"
"0.0","-60","20","0.789"
"0.0","-60","40","0.792"
"0.0","-60","60","0.792"
"0.0","-60","80","0.793"
"0.0","-40","-80","0.781"
"0.0","-40","-60","0.779"
"0.0","-40","-40","0.781"
"0.0","-40","-20","0.781"
"0.0","-40","0","0.786"
"0.0","-40","20","0.785"
"0.0","-40","40","0.79"
"0.0","-40","60","0.789"
"0.0","-40","80","0.789"
"0.0","-20","-80","0.779"
"0.0","-20","-60","0.776"
"0.0","-20","-40","0.776"
"0.0","-20","-20","0.777"
"0.0","-20","0","0.78"
"0.0","-20","20","0.783"
"0.0","-20","40","0.786"
"0.0","-20","60","0.787"
"0.0","-20","80","0.788"
"0.0","0","-80","0.775"
"0.0","0","-60","0.774"
"0.0","0","-40","0.774"
"0.0","0","-20","0.774"
"0.0","0","0","0.777"
"0.0","0","20","0.78"
"0.0","0","40","0.783"
"0.0","0","60","0.785"
"0.0","0","80","0.784"
"0.0","20","-80","0.779"
"0.0","20","-60","0.777"
"0.0","20","-40","0.777"
"0.0","20","-20","0.778"
"0.0","20","0","0.783"
"0.0","20","20","0.784"
"0.0","20","40","0.787"
"0.0","20","60","0.788"
"0.0","20","80","0.789"
"0.0","40","-80","0.775"
"0.0","40","-60","0.776"
"0.0","40","-40","0.775"
"0.0","40","-20","0.776"
"0.0","40","0","0.78"
"0.0","40","20","0.782"
"0.0","40","40","0.784"
"0.0","40","60","0.786"
"0.0","40","80","0.787"
"0.0","60","-80","0.776"
"0.0","60","-60","0.776"
"0.0","60","-40","0.777"
"0.0","60","-20","0.777"
"0.0","60","0","0.781"
"0.0","60","20","0.784"
"0.0","60","40","0.785"
"0.0","60","60","0.785"
"0.0","60","80","0.787"
"0.0","80","-80","0.777"
"0.0","80","-60","0.777"
"0.0","80","-40","0.777"
"0.0","80","-20","0.779"
"0.0","80","0","0.782"
"0.0","80","20","0.784"
"0.0","80","40","0.786"
"0.0","80","60","0.788"
"0.0","80","80","0.786"
"0.05","-80","-80","0.783"
"0.05","-80","-60","0.781"
"0.05","-80","-40","0.779"
"0.05","-80","-20","0.783"
"0.05","-80","0","0.787"
"0.05","-80","20","0.788"
"0.05","-80","40","0.788"
"0.05","-80","60","0.79"
"0.05","-80","80","0.788"
"0.05","-60","-80","0.78"
"0.05","-60","-60","0.777"
"0.05","-60","-40","0.778"
"0.05","-60","-20","0.78"
"0.05","-60","0","0.783"
"0.05","-60","20","0.784"
"0.05","-60","40","0.785"
"0.05","-60","60","0.787"
"0.05","-60","80","0.786"
"0.05","-40","-80","0.776"
"0.05","-40","-60","0.775"
"0.05","-40","-40","0.774"
"0.05","-40","-20","0.776"
"0.05","-40","0","0.778"
"0.05","-40","20","0.781"
"0.05","-40","40","0.783"
"0.05","-40","60","0.785"
"0.05","-40","80","0.784"
"0.05","-20","-80","0.776"
"0.05","-20","-60","0.773"
"0.05","-20","-40","0.774"
"0.05","-20","-20","0.774"
"0.05","-20","0","0.777"
"0.05","-20","20","0.779"
"0.05","-20","40","0.783"
"0.05","-20","60","0.783"
"0.05","-20","80","0.782"
"0.05","0","-80","0.777"
"0.05","0","-60","0.775"
"0.05","0","-40","0.771"
"0.05","0","-20","0.773"
"0.05","0","0","0.776"
"0.05","0","20","0.779"
"0.05","0","40","0.78"
"0.05","0","60","0.782"
"0.05","0","80","0.782"
"0.05","20","-80","0.778"
"0.05","20","-60","0.775"
"0.05","20","-40","0.775"
"0.05","20","-20","0.776"
"0.05","20","0","0.78"
"0.05","20","20","0.782"
"0.05","20","40","0.783"
"0.05","20","60","0.785"
"0.05","20","80","0.783"
"0.05","40","-80","0.775"
"0.05","40","-60","0.774"
"0.05","40","-40","0.772"
"0.05","40","-20","0.775"
"0.05","40","0","0.779"
"0.05","40","20","0.78"
"0.05","40","40","0.781"
"0.05","40","60","0.784"
"0.05","40","80","0.783"
"0.05","60","-80","0.777"
"0.05","60","-60","0.775"
"0.05","60","-40","0.778"
"0.05","60","-20","0.777"
"0.05","60","0","0.782"
"0.05","60","20","0.783"
"0.05","60","40","0.786"
"0.05","60","60","0.784"
"0.05","60","80","0.786"
"0.05","80","-80","0.779"
"0.05","80","-60","0.777"
"0.05","80","-40","0.776"
"0.05","80","-20","0.78"
"0.05","80","0","0.784"
"0.05","80","20","0.786"
"0.05","80","40","0.787"
"0.05","80","60","0.788"
"0.05","80","80","0.788"
"0.1","-80","-80","0.779"
"0.1","-80","-60","0.774"
"0.1","-80","-40","0.776"
"0.1","-80","-20","0.778"
"0.1","-80","0","0.78"
"0.1","-80","20","0.781"
"0.1","-80","40","0.782"
"0.1","-80","60","0.782"
"0.1","-80","80","0.784"
"0.1","-60","-80","0.777"
"0.1","-60","-60","0.772"
"0.1","-60","-40","0.774"
"0.1","-60","-20","0.775"
"0.1","-60","0","0.778"
"0.1","-60","20","0.78"
"0.1","-60","40","0.781"
"0.1","-60","60","0.782"
"0.1","-60","80","0.782"
"0.1","-40","-80","0.774"
"0.1","-40","-60","0.771"
"0.1","-40","-40","0.771"
"0.1","-40","-20","0.77"
"0.1","-40","0","0.775"
"0.1","-40","20","0.776"
"0.1","-40","40","0.778"
"0.1","-40","60","0.779"
"0.1","-40","80","0.78"
"0.1","-20","-80","0.775"
"0.1","-20","-60","0.771"
"0.1","-20","-40","0.771"
"0.1","-20","-20","0.771"
"0.1","-20","0","0.776"
"0.1","-20","20","0.777"
"0.1","-20","40","0.78"
"0.1","-20","60","0.781"
"0.1","-20","80","0.783"
"0.1","0","-80","0.772"
"0.1","0","-60","0.769"
"0.1","0","-40","0.767"
"0.1","0","-20","0.767"
"0.1","0","0","0.771"
"0.1","0","20","0.772"
"0.1","0","40","0.775"
"0.1","0","60","0.775"
"0.1","0","80","0.777"
"0.1","20","-80","0.773"
"0.1","20","-60","0.772"
"0.1","20","-40","0.77"
"0.1","20","-20","0.771"
"0.1","20","0","0.774"
"0.1","20","20","0.778"
"0.1","20","40","0.778"
"0.1","20","60","0.779"
"0.1","20","80","0.779"
"0.1","40","-80","0.772"
"0.1","40","-60","0.772"
"0.1","40","-40","0.772"
"0.1","40","-20","0.771"
"0.1","40","0","0.777"
"0.1","40","20","0.778"
"0.1","40","40","0.779"
"0.1","40","60","0.778"
"0.1","40","80","0.781"
"0.1","60","-80","0.776"
"0.1","60","-60","0.776"
"0.1","60","-40","0.775"
"0.1","60","-20","0.775"
"0.1","60","0","0.78"
"0.1","60","20","0.784"
"0.1","60","40","0.784"
"0.1","60","60","0.782"
"0.1","60","80","0.785"
"0.1","80","-80","0.775"
"0.1","80","-60","0.773"
"0.1","80","-40","0.772"
"0.1","80","-20","0.774"
"0.1","80","0","0.779"
"0.1","80","20","0.78"
"0.1","80","40","0.78"
"0.1","80","60","0.78"
"0.1","80","80","0.78"
"0.15","-80","-80","0.774"
"0.15","-80","-60","0.773"
"0.15","-80","-40","0.772"
"0.15","-80","-20","0.772"
"0.15","-80","0","0.775"
"0.15","-80","20","0.779"
"0.15","-80","40","0.777"
"0.15","-80","60","0.777"
"0.15","-80","80","0.776"
"0.15","-60","-80","0.77"
"0.15","-60","-60","0.769"
"0.15","-60","-40","0.768"
"0.15","-60","-20","0.768"
"0.15","-60","0","0.772"
"0.15","-60","20","0.774"
"0.15","-60","40","0.776"
"0.15","-60","60","0.774"
"0.15","-60","80","0.775"
"0.15","-40","-80","0.767"
"0.15","-40","-60","0.767"
"0.15","-40","-40","0.765"
"0.15","-40","-20","0.765"
"0.15","-40","0","0.77"
"0.15","-40","20","0.773"
"0.15","-40","40","0.773"
"0.15","-40","60","0.773"
"0.15","-40","80","0.773"
"0.15","-20","-80","0.765"
"0.15","-20","-60","0.767"
"0.15","-20","-40","0.765"
"0.15","-20","-20","0.764"
"0.15","-20","0","0.767"
"0.15","-20","20","0.771"
"0.15","-20","40","0.772"
"0.15","-20","60","0.773"
"0.15","-20","80","0.771"
"0.15","0","-80","0.764"
"0.15","0","-60","0.764"
"0.15","0","-40","0.763"
"0.15","0","-20","0.761"
"0.15","0","0","0.764"
"0.15","0","20","0.769"
"0.15","0","40","0.769"
"0.15","0","60","0.768"
"0.15","0","80","0.77"
"0.15","20","-80","0.766"
"0.15","20","-60","0.767"
"0.15","20","-40","0.764"
"0.15","20","-20","0.765"
"0.15","20","0","0.767"
"0.15","20","20","0.771"
"0.15","20","40","0.772"
"0.15","20","60","0.771"
"0.15","20","80","0.773"
"0.15","40","-80","0.767"
"0.15","40","-60","0.768"
"0.15","40","-40","0.766"
"0.15","40","-20","0.767"
"0.15","40","0","0.77"
"0.15","40","20","0.773"
"0.15","40","40","0.774"
"0.15","40","60","0.773"
"0.15","40","80","0.774"
"0.15","60","-80","0.768"
"0.15","60","-60","0.771"
"0.15","60","-40","0.769"
"0.15","60","-20","0.77"
"0.15","60","0","0.772"
"0.15","60","20","0.777"
"0.15","60","40","0.777"
"0.15","60","60","0.777"
"0.15","60","80","0.775"
"0.15","80","-80","0.767"
"0.15","80","-60","0.768"
"0.15","80","-40","0.767"
"0.15","80","-20","0.768"
"0.15","80","0","0.772"
"0.15","80","20","0.775"
"0.15","80","40","0.773"
"0.15","80","60","0.773"
"0.15","80","80","0.774"
"0.2","-80","-80","0.77"
"0.2","-80","-60","0.766"
"0.2","-80","-40","0.768"
"0.2","-80","-20","0.768"
"0.2","-80","0","0.77"
"0.2","-80","20","0.771"
"0.2","-80","40","0.773"
"0.2","-80","60","0.773"
"0.2","-80","80","0.772"
"0.2","-60","-80","0.767"
"0.2","-60","-60","0.766"
"0.2","-60","-40","0.764"
"0.2","-60","-20","0.765"
"0.2","-60","0","0.767"
"0.2","-60","20","0.77"
"0.2","-60","40","0.769"
"0.2","-60","60","0.772"
"0.2","-60","80","0.773"
"0.2","-40","-80","0.765"
"0.2","-40","-60","0.763"
"0.2","-40","-40","0.762"
"0.2","-40","-20","0.762"
"0.2","-40","0","0.766"
"0.2","-40","20","0.767"
"0.2","-40","40","0.768"
"0.2","-40","60","0.77"
"0.2","-40","80","0.768"
"0.2","-20","-80","0.76"
"0.2","-20","-60","0.76"
"0.2","-20","-40","0.759"
"0.2","-20","-20","0.758"
"0.2","-20","0","0.76"
"0.2","-20","20","0.763"
"0.2","-20","40","0.765"
"0.2","-20","60","0.766"
"0.2","-20","80","0.767"
"0.2","0","-80","0.759"
"0.2","0","-60","0.757"
"0.2","0","-40","0.758"
"0.2","0","-20","0.757"
"0.2","0","0","0.76"
"0.2","0","20","0.762"
"0.2","0","40","0.765"
"0.2","0","60","0.765"
"0.2","0","80","0.765"
"0.2","20","-80","0.764"
"0.2","20","-60","0.762"
"0.2","20","-40","0.762"
"0.2","20","-20","0.761"
"0.2","20","0","0.763"
"0.2","20","20","0.765"
"0.2","20","40","0.767"
"0.2","20","60","0.77"
"0.2","20","80","0.768"
"0.2","40","-80","0.765"
"0.2","40","-60","0.763"
"0.2","40","-40","0.762"
"0.2","40","-20","0.764"
"0.2","40","0","0.766"
"0.2","40","20","0.766"
"0.2","40","40","0.769"
"0.2","40","60","0.771"
"0.2","40","80","0.769"
"0.2","60","-80","0.764"
"0.2","60","-60","0.765"
"0.2","60","-40","0.765"
"0.2","60","-20","0.765"
"0.2","60","0","0.766"
"0.2","60","20","0.77"
"0.2","60","40","0.772"
"0.2","60","60","0.771"
"0.2","60","80","0.769"
"0.2","80","-80","0.761"
"0.2","80","-60","0.761"
"0.2","80","-40","0.762"
"0.2","80","-20","0.762"
"0.2","80","0","0.765"
"0.2","80","20","0.768"
"0.2","80","40","0.769"
"0.2","80","60","0.769"
"0.2","80","80","0.766"
"0.25","-80","-80","0.763"
"0.25","-80","-60","0.761"
"0.25","-80","-40","0.76"
"0.25","-80","-20","0.758"
"0.25","-80","0","0.761"
"0.25","-80","20","0.763"
"0.25","-80","40","0.762"
"0.25","-80","60","0.764"
"0.25","-80","80","0.764"
"0.25","-60","-80","0.76"
"0.25","-60","-60","0.758"
"0.25","-60","-40","0.759"
"0.25","-60","-20","0.76"
"0.25","-60","0","0.76"
"0.25","-60","20","0.76"
"0.25","-60","40","0.762"
"0.25","-60","60","0.766"
"0.25","-60","80","0.765"
"0.25","-40","-80","0.76"
"0.25","-40","-60","0.757"
"0.25","-40","-40","0.757"
"0.25","-40","-20","0.756"
"0.25","-40","0","0.759"
"0.25","-40","20","0.76"
"0.25","-40","40","0.761"
"0.25","-40","60","0.763"
"0.25","-40","80","0.763"
"0.25","-20","-80","0.754"
"0.25","-20","-60","0.756"
"0.25","-20","-40","0.751"
"0.25","-20","-20","0.752"
"0.25","-20","0","0.753"
"0.25","-20","20","0.758"
"0.25","-20","40","0.756"
"0.25","-20","60","0.757"
"0.25","-20","80","0.758"
"0.25","0","-80","0.754"
"0.25","0","-60","0.753"
"0.25","0","-40","0.752"
"0.25","0","-20","0.751"
"0.25","0","0","0.753"
"0.25","0","20","0.755"
"0.25","0","40","0.756"
"0.25","0","60","0.757"
"0.25","0","80","0.759"
"0.25","20","-80","0.756"
"0.25","20","-60","0.752"
"0.25","20","-40","0.754"
"0.25","20","-20","0.755"
"0.25","20","0","0.756"
"0.25","20","20","0.755"
"0.25","20","40","0.758"
"0.25","20","60","0.761"
"0.25","20","80","0.761"
"0.25","40","-80","0.76"
"0.25","40","-60","0.757"
"0.25","40","-40","0.758"
"0.25","40","-20","0.758"
"0.25","40","0","0.759"
"0.25","40","20","0.759"
"0.25","40","40","0.762"
"0.25","40","60","0.764"
"0.25","40","80","0.762"
"0.25","60","-80","0.757"
"0.25","60","-60","0.757"
"0.25","60","-40","0.754"
"0.25","60","-20","0.756"
"0.25","60","0","0.756"
"0.25","60","20","0.762"
"0.25","60","40","0.762"
"0.25","60","60","0.761"
"0.25","60","80","0.761"
"0.25","80","-80","0.753"
"0.25","80","-60","0.753"
"0.25","80","-40","0.752"
"0.25","80","-20","0.753"
"0.25","80","0","0.755"
"0.25","80","20","0.759"
"0.25","80","40","0.758"
"0.25","80","60","0.759"
"0.25","80","80","0.758"
"0.3","-80","-80","0.755"
"0.3","-80","-60","0.757"
"0.3","-80","-40","0.752"
"0.3","-80","-20","0.75"
"0.3","-80","0","0.752"
"0.3","-80","20","0.755"
"0.3","-80","40","0.754"
"0.3","-80","60","0.754"
"0.3","-80","80","0.754"
"0.3","-60","-80","0.752"
"0.3","-60","-60","0.756"
"0.3","-60","-40","0.75"
"0.3","-60","-20","0.75"
"0.3","-60","0","0.751"
"0.3","-60","20","0.754"
"0.3","-60","40","0.753"
"0.3","-60","60","0.754"
"0.3","-60","80","0.753"
"0.3","-40","-80","0.753"
"0.3","-40","-60","0.752"
"0.3","-40","-40","0.748"
"0.3","-40","-20","0.748"
"0.3","-40","0","0.751"
"0.3","-40","20","0.75"
"0.3","-40","40","0.75"
"0.3","-40","60","0.753"
"0.3","-40","80","0.755"
"0.3","-20","-80","0.746"
"0.3","-20","-60","0.747"
"0.3","-20","-40","0.742"
"0.3","-20","-20","0.741"
"0.3","-20","0","0.744"
"0.3","-20","20","0.745"
"0.3","-20","40","0.745"
"0.3","-20","60","0.746"
"0.3","-20","80","0.748"
"0.3","0","-80","0.747"
"0.3","0","-60","0.75"
"0.3","0","-40","0.743"
"0.3","0","-20","0.742"
"0.3","0","0","0.745"
"0.3","0","20","0.747"
"0.3","0","40","0.747"
"0.3","0","60","0.748"
"0.3","0","80","0.749"
"0.3","20","-80","0.747"
"0.3","20","-60","0.747"
"0.3","20","-40","0.745"
"0.3","20","-20","0.745"
"0.3","20","0","0.746"
"0.3","20","20","0.746"
"0.3","20","40","0.749"
"0.3","20","60","0.75"
"0.3","20","80","0.75"
"0.3","40","-80","0.753"
"0.3","40","-60","0.75"
"0.3","40","-40","0.746"
"0.3","40","-20","0.747"
"0.3","40","0","0.75"
"0.3","40","20","0.748"
"0.3","40","40","0.748"
"0.3","40","60","0.752"
"0.3","40","80","0.751"
"0.3","60","-80","0.748"
"0.3","60","-60","0.748"
"0.3","60","-40","0.744"
"0.3","60","-20","0.745"
"0.3","60","0","0.749"
"0.3","60","20","0.749"
"0.3","60","40","0.749"
"0.3","60","60","0.75"
"0.3","60","80","0.749"
"0.3","80","-80","0.746"
"0.3","80","-60","0.749"
"0.3","80","-40","0.745"
"0.3","80","-20","0.744"
"0.3","80","0","0.748"
"0.3","80","20","0.751"
"0.3","80","40","0.749"
"0.3","80","60","0.749"
"0.3","80","80","0.748"
"0.35","-80","-80","0.743"
"0.35","-80","-60","0.744"
"0.35","-80","-40","0.74"
"0.35","-80","-20","0.739"
"0.35","-80","0","0.739"
"0.35","-80","20","0.743"
"0.35","-80","40","0.743"
"0.35","-80","60","0.744"
"0.35","-80","80","0.745"
"0.35","-60","-80","0.743"
"0.35","-60","-60","0.744"
"0.35","-60","-40","0.738"
"0.35","-60","-20","0.738"
"0.35","-60","0","0.739"
"0.35","-60","20","0.744"
"0.35","-60","40","0.741"
"0.35","-60","60","0.747"
"0.35","-60","80","0.745"
"0.35","-40","-80","0.74"
"0.35","-40","-60","0.74"
"0.35","-40","-40","0.735"
"0.35","-40","-20","0.732"
"0.35","-40","0","0.735"
"0.35","-40","20","0.737"
"0.35","-40","40","0.738"
"0.35","-40","60","0.739"
"0.35","-40","80","0.742"
"0.35","-20","-80","0.737"
"0.35","-20","-60","0.738"
"0.35","-20","-40","0.733"
"0.35","-20","-20","0.731"
"0.35","-20","0","0.733"
"0.35","-20","20","0.735"
"0.35","-20","40","0.735"
"0.35","-20","60","0.738"
"0.35","-20","80","0.737"
"0.35","0","-80","0.734"
"0.35","0","-60","0.736"
"0.35","0","-40","0.731"
"0.35","0","-20","0.731"
"0.35","0","0","0.731"
"0.35","0","20","0.734"
"0.35","0","40","0.735"
"0.35","0","60","0.737"
"0.35","0","80","0.737"
"0.35","20","-80","0.738"
"0.35","20","-60","0.739"
"0.35","20","-40","0.731"
"0.35","20","-20","0.733"
"0.35","20","0","0.734"
"0.35","20","20","0.737"
"0.35","20","40","0.734"
"0.35","20","60","0.74"
"0.35","20","80","0.739"
"0.35","40","-80","0.741"
"0.35","40","-60","0.742"
"0.35","40","-40","0.734"
"0.35","40","-20","0.732"
"0.35","40","0","0.738"
"0.35","40","20","0.739"
"0.35","40","40","0.738"
"0.35","40","60","0.739"
"0.35","40","80","0.741"
"0.35","60","-80","0.739"
"0.35","60","-60","0.74"
"0.35","60","-40","0.735"
"0.35","60","-20","0.733"
"0.35","60","0","0.735"
"0.35","60","20","0.739"
"0.35","60","40","0.738"
"0.35","60","60","0.738"
"0.35","60","80","0.737"
"0.35","80","-80","0.733"
"0.35","80","-60","0.736"
"0.35","80","-40","0.732"
"0.35","80","-20","0.73"
"0.35","80","0","0.733"
"0.35","80","20","0.737"
"0.35","80","40","0.737"
"0.35","80","60","0.737"
"0.35","80","80","0.735"
"0.4","-80","-80","0.736"
"0.4","-80","-60","0.735"
"0.4","-80","-40","0.729"
"0.4","-80","-20","0.727"
"0.4","-80","0","0.733"
"0.4","-80","20","0.736"
"0.4","-80","40","0.733"
"0.4","-80","60","0.733"
"0.4","-80","80","0.737"
"0.4","-60","-80","0.732"
"0.4","-60","-60","0.734"
"0.4","-60","-40","0.728"
"0.4","-60","-20","0.724"
"0.4","-60","0","0.728"
"0.4","-60","20","0.731"
"0.4","-60","40","0.731"
