,Th_Value,IoU
0,0.1,0.8381756646256783
1,0.15,0.8384333764371038
2,0.2,0.8384905792185465
3,0.25,0.8339848201649664
4,0.3,0.8318631901601303
5,0.35,0.8315300772831951
6,0.4,0.8309986759372426
7,0.45,0.8307097148526809
8,0.5,0.8301329802265425
9,0.55,0.8296090741508787
10,0.6,0.8290262658629
11,0.65,0.8279921565273476
12,0.7,0.8246548029942573
13,0.75,0.7747623950403368
14,0.8,0.5377746626570178
15,0.85,0.4775240169127393
16,0.9,0.4364908411794023
